<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.19	14:22:00	8551.5	8553.4	8551.3	8553.4	60	0	1
2022.05.19	14:23:00	8553.3	8554.8	8553.2	8554.8	60	0	1
2022.05.19	14:24:00	8554.9	8555.0	8553.7	8554.2	60	0	1
2022.05.19	14:25:00	8554.3	8554.8	8553.9	8554.6	60	0	1
2022.05.19	14:26:00	8554.7	8555.2	8554.2	8554.2	60	0	1
2022.05.19	14:27:00	8554.1	8554.6	8553.7	8554.0	60	0	1
2022.05.19	14:28:00	8553.9	8554.3	8553.8	8554.0	60	0	1
2022.05.19	14:29:00	8553.9	8554.5	8553.6	8553.6	60	0	1
2022.05.19	14:30:00	8553.7	8554.5	8553.6	8554.4	60	0	1
2022.05.19	14:31:00	8554.3	8556.1	8554.1	8556.0	60	0	1
2022.05.19	14:32:00	8556.1	8556.5	8555.5	8555.6	60	0	1
2022.05.19	14:33:00	8555.5	8555.8	8554.4	8555.0	60	0	1
2022.05.19	14:34:00	8554.9	8555.4	8554.3	8554.6	60	0	1
2022.05.19	14:35:00	8554.7	8555.5	8554.0	8555.4	60	0	1
2022.05.19	14:36:00	8555.3	8555.4	8554.2	8555.2	60	0	1
2022.05.19	14:37:00	8555.1	8555.5	8554.7	8554.8	60	0	1
2022.05.19	14:38:00	8554.7	8554.8	8554.0	8554.0	60	0	1
2022.05.19	14:39:00	8553.9	8554.5	8553.4	8553.4	60	0	1
2022.05.19	14:40:00	8553.5	8553.8	8553.2	8553.6	60	0	1
2022.05.19	14:41:00	8553.7	8554.1	8552.9	8554.0	60	0	1
2022.05.19	14:42:00	8554.1	8554.8	8554.0	8554.2	60	0	1
2022.05.19	14:43:00	8554.3	8554.9	8553.8	8553.8	60	0	1
2022.05.19	14:44:00	8553.7	8553.7	8553.0	8553.6	60	0	1
2022.05.19	14:45:00	8553.5	8554.1	8553.2	8554.0	60	0	1
2022.05.19	14:46:00	8554.1	8555.4	8554.0	8555.2	60	0	1
2022.05.19	14:47:00	8555.3	8555.6	8554.7	8555.0	60	0	1
2022.05.19	14:48:00	8554.9	8555.3	8553.9	8554.2	60	0	1
2022.05.19	14:49:00	8554.1	8554.2	8552.4	8552.4	60	0	1
2022.05.19	14:50:00	8552.5	8552.9	8551.7	8551.8	60	0	1
2022.05.19	14:51:00	8551.7	8551.9	8551.4	8551.4	60	0	1
2022.05.19	14:52:00	8551.5	8553.1	8551.3	8552.8	60	0	1
2022.05.19	14:53:00	8552.7	8553.6	8552.3	8553.2	60	0	1
2022.05.19	14:54:00	8553.3	8553.6	8553.0	8553.4	60	0	1
2022.05.19	14:55:00	8553.5	8554.4	8553.2	8554.2	60	0	1
2022.05.19	14:56:00	8554.1	8554.4	8553.5	8554.0	60	0	1
2022.05.19	14:57:00	8554.1	8554.4	8553.3	8553.8	60	0	1
2022.05.19	14:58:00	8553.9	8553.9	8553.1	8553.2	60	0	1
2022.05.19	14:59:00	8553.1	8553.4	8552.6	8552.6	60	0	1
2022.05.19	15:00:00	8552.5	8552.8	8552.2	8552.2	60	0	1
2022.05.19	15:01:00	8552.1	8552.7	8552.1	8552.6	60	0	1
2022.05.19	15:02:00	8552.7	8552.9	8552.3	8552.6	60	0	1
2022.05.19	15:03:00	8552.5	8552.8	8550.5	8550.6	60	0	1
2022.05.19	15:04:00	8550.5	8551.5	8550.4	8550.6	60	0	1
2022.05.19	15:05:00	8550.5	8551.5	8550.3	8550.8	60	0	1
2022.05.19	15:06:00	8550.9	8551.2	8550.2	8550.2	60	0	1
2022.05.19	15:07:00	8550.1	8550.5	8549.8	8550.0	60	0	1
2022.05.19	15:08:00	8550.1	8550.6	8549.7	8550.2	60	0	1
2022.05.19	15:09:00	8550.3	8550.7	8549.7	8550.4	60	0	1
2022.05.19	15:10:00	8550.3	8550.6	8549.6	8549.6	60	0	1
2022.05.19	15:11:00	8549.5	8549.6	8548.0	8548.0	60	0	1
2022.05.19	15:12:00	8548.1	8548.9	8547.8	8548.4	60	0	1
2022.05.19	15:13:00	8548.5	8548.7	8547.7	8548.6	60	0	1
2022.05.19	15:14:00	8548.5	8548.7	8547.4	8547.4	60	0	1
2022.05.19	15:15:00	8547.5	8547.7	8546.5	8547.4	60	0	1
2022.05.19	15:16:00	8547.3	8547.4	8546.8	8546.8	60	0	1
2022.05.19	15:17:00	8546.9	8547.0	8546.5	8546.8	60	0	1
2022.05.19	15:18:00	8546.7	8547.4	8546.6	8547.2	60	0	1
2022.05.19	15:19:00	8547.3	8547.5	8546.6	8546.6	60	0	1
2022.05.19	15:20:00	8546.7	8546.8	8545.9	8546.0	60	0	1
2022.05.19	15:21:00	8546.1	8546.8	8546.0	8546.2	60	0	1
2022.05.19	15:22:00	8546.1	8547.3	8545.7	8547.0	60	0	1
2022.05.19	15:23:00	8546.9	8547.9	8546.9	8547.6	60	0	1
2022.05.19	15:24:00	8547.7	8547.7	8546.6	8547.4	60	0	1
2022.05.19	15:25:00	8547.3	8547.4	8546.2	8546.8	60	0	1
2022.05.19	15:26:00	8546.7	8547.0	8546.4	8546.6	60	0	1
2022.05.19	15:27:00	8546.5	8547.0	8546.1	8546.6	60	0	1
2022.05.19	15:28:00	8546.7	8547.0	8546.1	8547.0	60	0	1
2022.05.19	15:29:00	8546.9	8546.9	8546.3	8546.4	60	0	1
2022.05.19	15:30:00	8546.3	8547.2	8546.2	8547.0	60	0	1
2022.05.19	15:31:00	8546.9	8547.2	8546.4	8547.0	60	0	1
2022.05.19	15:32:00	8546.9	8547.0	8546.1	8546.6	60	0	1
2022.05.19	15:33:00	8546.5	8546.7	8545.1	8545.2	60	0	1
2022.05.19	15:34:00	8545.3	8545.7	8544.8	8545.6	60	0	1
2022.05.19	15:35:00	8545.5	8546.3	8545.3	8546.0	60	0	1
2022.05.19	15:36:00	8546.1	8546.6	8545.6	8546.2	60	0	1
2022.05.19	15:37:00	8546.1	8547.0	8546.1	8547.0	60	0	1
2022.05.19	15:38:00	8547.1	8547.3	8546.7	8547.0	60	0	1
2022.05.19	15:39:00	8546.9	8546.9	8545.6	8546.0	60	0	1
2022.05.19	15:40:00	8545.9	8546.2	8544.8	8546.2	60	0	1
2022.05.19	15:41:00	8546.1	8547.5	8546.0	8547.0	60	0	1
2022.05.19	15:42:00	8547.1	8548.4	8547.1	8548.0	60	0	1
2022.05.19	15:43:00	8547.9	8548.0	8546.3	8546.6	60	0	1
2022.05.19	15:44:00	8546.7	8547.1	8546.4	8546.8	60	0	1
2022.05.19	15:45:00	8546.9	8547.0	8546.0	8546.6	60	0	1
2022.05.19	15:46:00	8546.7	8547.3	8546.6	8546.8	60	0	1
2022.05.19	15:47:00	8546.7	8546.9	8545.8	8546.0	60	0	1
2022.05.19	15:48:00	8545.9	8546.0	8544.6	8544.6	60	0	1
2022.05.19	15:49:00	8544.5	8544.8	8543.2	8544.0	60	0	1
2022.05.19	15:50:00	8544.1	8544.5	8543.3	8543.6	60	0	1
2022.05.19	15:51:00	8543.7	8544.5	8543.5	8543.8	60	0	1
2022.05.19	15:52:00	8543.7	8544.1	8542.8	8542.8	60	0	1
2022.05.19	15:53:00	8542.7	8543.3	8542.6	8542.8	60	0	1
2022.05.19	15:54:00	8542.9	8543.0	8540.7	8541.4	60	0	1
2022.05.19	15:55:00	8541.3	8542.2	8541.2	8541.8	60	0	1
2022.05.19	15:56:00	8541.7	8542.1	8541.5	8541.6	60	0	1
2022.05.19	15:57:00	8541.5	8542.0	8541.4	8541.8	60	0	1
2022.05.19	15:58:00	8541.7	8542.1	8541.1	8541.4	60	0	1
2022.05.19	15:59:00	8541.5	8541.6	8540.7	8541.0	60	0	1
2022.05.19	16:00:00	8540.9	8541.1	8539.5	8539.8	60	0	1
2022.05.19	16:01:00	8539.7	8539.9	8538.4	8538.4	60	0	1
2022.05.19	16:02:00	8538.3	8538.9	8537.8	8538.0	60	0	1
2022.05.19	16:03:00	8537.9	8538.0	8537.1	8538.0	60	0	1
2022.05.19	16:04:00	8538.1	8538.6	8537.6	8538.6	60	0	1
2022.05.19	16:05:00	8538.5	8539.4	8538.5	8539.2	60	0	1
2022.05.19	16:06:00	8539.3	8539.7	8538.4	8539.6	60	0	1
2022.05.19	16:07:00	8539.5	8540.0	8538.9	8539.2	60	0	1
2022.05.19	16:08:00	8539.3	8539.7	8539.0	8539.4	60	0	1
2022.05.19	16:09:00	8539.3	8539.8	8539.2	8539.8	60	0	1
2022.05.19	16:10:00	8539.9	8540.3	8538.8	8538.8	60	0	1
2022.05.19	16:11:00	8538.9	8539.1	8538.6	8538.8	60	0	1
2022.05.19	16:12:00	8538.9	8539.5	8538.8	8539.0	60	0	1
2022.05.19	16:13:00	8538.9	8539.8	8538.0	8538.0	60	0	1
2022.05.19	16:14:00	8537.9	8538.3	8537.7	8538.0	60	0	1
2022.05.19	16:15:00	8538.1	8539.7	8538.1	8539.6	60	0	1
2022.05.19	16:16:00	8539.5	8539.6	8538.7	8539.2	60	0	1
2022.05.19	16:17:00	8539.1	8539.6	8538.6	8539.4	60	0	1
2022.05.19	16:18:00	8539.5	8539.7	8538.9	8539.2	60	0	1
2022.05.19	16:19:00	8539.3	8539.4	8538.5	8539.2	60	0	1
2022.05.19	16:20:00	8539.3	8540.2	8539.2	8540.2	60	0	1
2022.05.19	16:21:00	8540.1	8540.3	8539.8	8540.0	60	0	1
2022.05.19	16:22:00	8540.1	8540.5	8539.7	8540.2	60	0	1
2022.05.19	16:23:00	8540.1	8540.4	8539.1	8539.4	60	0	1
2022.05.19	16:24:00	8539.3	8539.3	8538.5	8538.8	60	0	1
2022.05.19	16:25:00	8538.7	8538.8	8538.0	8538.6	60	0	1
2022.05.19	16:26:00	8538.5	8539.5	8538.5	8539.2	60	0	1
2022.05.19	16:27:00	8539.1	8539.2	8537.4	8537.6	60	0	1
2022.05.19	16:28:00	8537.5	8538.0	8537.0	8537.8	60	0	1
2022.05.19	16:29:00	8537.7	8538.7	8537.7	8538.4	60	0	1
2022.05.19	16:30:00	8538.3	8538.7	8537.3	8538.0	60	0	1
2022.05.19	16:31:00	8538.1	8538.7	8537.9	8538.4	60	0	1
2022.05.19	16:32:00	8538.3	8539.2	8538.2	8538.6	60	0	1
2022.05.19	16:33:00	8538.5	8538.7	8536.6	8536.6	60	0	1
2022.05.19	16:34:00	8536.5	8537.3	8536.5	8536.6	60	0	1
2022.05.19	16:35:00	8536.7	8537.0	8535.8	8536.8	60	0	1
2022.05.19	16:36:00	8536.7	8537.1	8536.3	8536.8	60	0	1
2022.05.19	16:37:00	8536.7	8537.2	8536.4	8536.4	60	0	1
2022.05.19	16:38:00	8536.5	8536.7	8535.8	8536.6	60	0	1
2022.05.19	16:39:00	8536.7	8537.6	8536.6	8537.4	60	0	1
2022.05.19	16:40:00	8537.5	8537.6	8536.7	8537.6	60	0	1
2022.05.19	16:41:00	8537.7	8538.0	8536.4	8536.4	60	0	1
2022.05.19	16:42:00	8536.5	8536.7	8534.9	8535.4	60	0	1
2022.05.19	16:43:00	8535.5	8535.8	8534.2	8534.4	60	0	1
2022.05.19	16:44:00	8534.5	8534.9	8534.0	8534.8	60	0	1
2022.05.19	16:45:00	8534.9	8535.8	8534.8	8535.4	60	0	1
2022.05.19	16:46:00	8535.3	8535.4	8534.0	8534.4	60	0	1
2022.05.19	16:47:00	8534.5	8536.2	8534.5	8535.6	60	0	1
2022.05.19	16:48:00	8535.7	8536.7	8535.6	8536.0	60	0	1
2022.05.19	16:49:00	8535.9	8537.2	8535.8	8537.0	60	0	1
2022.05.19	16:50:00	8536.9	8537.7	8536.8	8537.0	60	0	1
2022.05.19	16:51:00	8536.9	8537.0	8535.7	8536.4	60	0	1
2022.05.19	16:52:00	8536.5	8537.2	8536.5	8536.8	60	0	1
2022.05.19	16:53:00	8536.7	8536.8	8535.8	8536.0	60	0	1
2022.05.19	16:54:00	8535.9	8537.6	8535.5	8537.6	60	0	1
2022.05.19	16:55:00	8537.5	8538.6	8537.1	8538.6	60	0	1
2022.05.19	16:56:00	8538.7	8538.8	8537.4	8537.4	60	0	1
2022.05.19	16:57:00	8537.5	8538.1	8537.0	8537.0	60	0	1
2022.05.19	16:58:00	8537.1	8537.4	8535.8	8535.8	60	0	1
2022.05.19	16:59:00	8535.7	8536.0	8535.5	8535.6	60	0	1
2022.05.19	17:00:00	8535.5	8536.7	8535.4	8535.8	60	0	1
2022.05.19	17:01:00	8535.9	8537.2	8535.7	8537.0	60	0	1
2022.05.19	17:02:00	8536.9	8537.3	8536.2	8536.2	60	0	1
2022.05.19	17:03:00	8536.1	8536.1	8534.5	8534.6	60	0	1
2022.05.19	17:04:00	8534.5	8535.1	8533.7	8534.0	60	0	1
2022.05.19	17:05:00	8533.9	8534.9	8533.0	8534.8	60	0	1
2022.05.19	17:06:00	8534.9	8535.2	8533.9	8534.4	60	0	1
2022.05.19	17:07:00	8534.5	8534.9	8534.2	8534.6	60	0	1
2022.05.19	17:08:00	8534.7	8534.7	8533.1	8533.2	60	0	1
2022.05.19	17:09:00	8533.3	8533.4	8531.7	8531.8	60	0	1
2022.05.19	17:10:00	8531.9	8532.2	8531.4	8531.4	60	0	1
2022.05.19	17:11:00	8531.3	8532.2	8531.3	8531.8	60	0	1
2022.05.19	17:12:00	8531.9	8531.9	8531.3	8531.4	60	0	1
2022.05.19	17:13:00	8531.3	8532.5	8531.1	8532.4	60	0	1
2022.05.19	17:14:00	8532.5	8532.7	8531.8	8532.0	60	0	1
2022.05.19	17:15:00	8531.9	8533.3	8531.8	8533.2	60	0	1
2022.05.19	17:16:00	8533.3	8533.7	8532.5	8533.0	60	0	1
2022.05.19	17:17:00	8533.1	8533.7	8533.0	8533.4	60	0	1
2022.05.19	17:18:00	8533.5	8534.4	8533.2	8534.2	60	0	1
2022.05.19	17:19:00	8534.3	8534.4	8533.4	8533.8	60	0	1
2022.05.19	17:20:00	8533.7	8535.2	8533.6	8535.2	60	0	1
2022.05.19	17:21:00	8535.3	8535.7	8534.6	8534.8	60	0	1
2022.05.19	17:22:00	8534.7	8534.9	8533.7	8533.8	60	0	1
2022.05.19	17:23:00	8533.7	8534.1	8533.2	8533.8	60	0	1
2022.05.19	17:24:00	8533.9	8534.2	8532.6	8532.8	60	0	1
2022.05.19	17:25:00	8532.9	8533.4	8532.8	8533.0	60	0	1
2022.05.19	17:26:00	8533.1	8533.3	8532.5	8532.8	60	0	1
2022.05.19	17:27:00	8532.9	8533.7	8532.6	8533.0	60	0	1
2022.05.19	17:28:00	8532.9	8533.9	8532.7	8533.4	60	0	1
2022.05.19	17:29:00	8533.5	8534.4	8532.8	8534.4	60	0	1
2022.05.19	17:30:00	8534.3	8534.3	8533.4	8533.6	60	0	1
2022.05.19	17:31:00	8533.7	8534.3	8532.9	8533.0	60	0	1
2022.05.19	17:32:00	8533.1	8533.4	8531.8	8532.6	60	0	1
2022.05.19	17:33:00	8532.7	8533.5	8532.1	8533.4	60	0	1
2022.05.19	17:34:00	8533.3	8534.1	8533.0	8533.6	60	0	1
2022.05.19	17:35:00	8533.7	8534.6	8533.6	8534.4	60	0	1
2022.05.19	17:36:00	8534.3	8535.1	8533.9	8534.0	60	0	1
2022.05.19	17:37:00	8534.1	8534.1	8532.8	8533.6	60	0	1
2022.05.19	17:38:00	8533.5	8534.5	8533.5	8533.8	60	0	1
2022.05.19	17:39:00	8533.7	8535.4	8533.7	8535.2	60	0	1
2022.05.19	17:40:00	8535.3	8536.2	8535.2	8536.2	60	0	1
2022.05.19	17:41:00	8536.3	8537.5	8536.2	8536.8	60	0	1
2022.05.19	17:42:00	8536.7	8537.1	8535.7	8536.0	60	0	1
2022.05.19	17:43:00	8535.9	8535.9	8534.3	8534.8	60	0	1
2022.05.19	17:44:00	8534.7	8535.0	8533.9	8534.2	60	0	1
2022.05.19	17:45:00	8534.1	8534.9	8533.2	8534.6	60	0	1
2022.05.19	17:46:00	8534.7	8535.1	8534.3	8534.8	60	0	1
2022.05.19	17:47:00	8534.9	8535.4	8533.6	8535.4	60	0	1
2022.05.19	17:48:00	8535.3	8535.3	8533.7	8534.8	60	0	1
2022.05.19	17:49:00	8534.7	8535.1	8533.6	8533.6	60	0	1
2022.05.19	17:50:00	8533.5	8534.6	8533.5	8533.6	60	0	1
2022.05.19	17:51:00	8533.7	8533.7	8532.5	8533.0	60	0	1
2022.05.19	17:52:00	8532.9	8533.7	8532.4	8533.6	60	0	1
2022.05.19	17:53:00	8533.5	8534.0	8532.7	8532.8	60	0	1
2022.05.19	17:54:00	8532.7	8533.8	8532.4	8533.0	60	0	1
2022.05.19	17:55:00	8533.1	8533.3	8531.9	8532.0	60	0	1
2022.05.19	17:56:00	8532.1	8532.3	8531.3	8531.4	60	0	1
2022.05.19	17:57:00	8531.3	8531.6	8530.8	8531.6	60	0	1
2022.05.19	17:58:00	8531.7	8533.0	8531.5	8533.0	60	0	1
2022.05.19	17:59:00	8532.9	8533.8	8532.9	8533.0	60	0	1
2022.05.19	18:00:00	8533.1	8533.1	8531.6	8531.8	60	0	1
2022.05.19	18:01:00	8531.7	8531.7	8530.1	8530.2	60	0	1
2022.05.19	18:02:00	8530.3	8530.4	8528.2	8528.2	60	0	1
2022.05.19	18:03:00	8528.3	8528.8	8527.6	8527.6	60	0	1
2022.05.19	18:04:00	8527.5	8527.6	8526.6	8527.2	60	0	1
2022.05.19	18:05:00	8527.1	8527.1	8526.0	8526.2	60	0	1
2022.05.19	18:06:00	8526.1	8526.4	8525.2	8525.2	60	0	1
2022.05.19	18:07:00	8525.3	8525.3	8523.6	8524.0	60	0	1
2022.05.19	18:08:00	8523.9	8524.0	8522.6	8523.4	60	0	1
2022.05.19	18:09:00	8523.5	8523.8	8523.0	8523.4	60	0	1
2022.05.19	18:10:00	8523.5	8524.2	8523.0	8523.0	60	0	1
2022.05.19	18:11:00	8523.1	8523.2	8522.4	8523.0	60	0	1
2022.05.19	18:12:00	8523.1	8523.6	8523.0	8523.2	60	0	1
2022.05.19	18:13:00	8523.1	8523.6	8522.7	8522.8	60	0	1
2022.05.19	18:14:00	8522.7	8524.5	8522.5	8524.4	60	0	1
2022.05.19	18:15:00	8524.3	8525.0	8523.6	8523.8	60	0	1
2022.05.19	18:16:00	8523.9	8524.9	8523.8	8524.4	60	0	1
2022.05.19	18:17:00	8524.5	8524.9	8523.4	8524.8	60	0	1
2022.05.19	18:18:00	8524.7	8525.1	8524.1	8524.6	60	0	1
2022.05.19	18:19:00	8524.7	8524.9	8524.1	8524.4	60	0	1
2022.05.19	18:20:00	8524.3	8524.9	8523.8	8523.8	60	0	1
2022.05.19	18:21:00	8523.9	8524.1	8523.3	8523.4	60	0	1
2022.05.19	18:22:00	8523.3	8524.2	8523.1	8524.2	60	0	1
2022.05.19	18:23:00	8524.3	8524.6	8523.8	8523.8	60	0	1
2022.05.19	18:24:00	8523.9	8525.0	8523.7	8525.0	60	0	1
2022.05.19	18:25:00	8525.1	8525.5	8524.5	8524.6	60	0	1
2022.05.19	18:26:00	8524.5	8524.5	8523.4	8524.0	60	0	1
2022.05.19	18:27:00	8523.9	8524.6	8523.5	8524.6	60	0	1
2022.05.19	18:28:00	8524.7	8524.8	8523.8	8523.8	60	0	1
2022.05.19	18:29:00	8523.7	8523.9	8522.4	8522.6	60	0	1
2022.05.19	18:30:00	8522.7	8523.0	8522.1	8522.8	60	0	1
2022.05.19	18:31:00	8522.9	8523.3	8522.3	8522.6	60	0	1
2022.05.19	18:32:00	8522.5	8522.9	8522.2	8522.2	60	0	1
2022.05.19	18:33:00	8522.1	8522.6	8521.4	8521.4	60	0	1
2022.05.19	18:34:00	8521.5	8521.6	8521.0	8521.0	60	0	1
2022.05.19	18:35:00	8521.1	8522.1	8521.0	8522.0	60	0	1
2022.05.19	18:36:00	8522.1	8522.4	8521.7	8522.0	60	0	1
2022.05.19	18:37:00	8522.1	8522.1	8520.7	8521.2	60	0	1
2022.05.19	18:38:00	8521.3	8522.3	8521.1	8521.8	60	0	1
2022.05.19	18:39:00	8521.7	8522.6	8521.5	8522.2	60	0	1
2022.05.19	18:40:00	8522.1	8523.3	8522.0	8523.2	60	0	1
2022.05.19	18:41:00	8523.1	8523.4	8522.6	8523.4	60	0	1
2022.05.19	18:42:00	8523.5	8524.6	8523.2	8524.2	60	0	1
2022.05.19	18:43:00	8524.1	8525.1	8523.8	8524.6	60	0	1
2022.05.19	18:44:00	8524.5	8524.6	8523.2	8523.4	60	0	1
2022.05.19	18:45:00	8523.5	8523.6	8522.2	8522.4	60	0	1
2022.05.19	18:46:00	8522.3	8522.7	8521.7	8521.8	60	0	1
2022.05.19	18:47:00	8521.7	8521.7	8520.0	8520.4	60	0	1
2022.05.19	18:48:00	8520.3	8521.5	8520.2	8521.0	60	0	1
2022.05.19	18:49:00	8521.1	8521.6	8520.6	8520.6	60	0	1
2022.05.19	18:50:00	8520.7	8520.9	8519.5	8519.8	60	0	1
2022.05.19	18:51:00	8519.9	8520.0	8519.0	8519.8	60	0	1
2022.05.19	18:52:00	8519.9	8520.2	8518.0	8518.0	60	0	1
2022.05.19	18:53:00	8517.9	8517.9	8517.3	8517.4	60	0	1
2022.05.19	18:54:00	8517.3	8517.9	8516.8	8517.8	60	0	1
2022.05.19	18:55:00	8517.9	8518.2	8517.4	8517.6	60	0	1
2022.05.19	18:56:00	8517.5	8518.0	8517.3	8517.4	60	0	1
2022.05.19	18:57:00	8517.3	8518.6	8517.0	8518.6	60	0	1
2022.05.19	18:58:00	8518.7	8519.7	8518.7	8519.6	60	0	1
2022.05.19	18:59:00	8519.5	8519.9	8519.1	8519.2	60	0	1
2022.05.19	19:00:00	8519.1	8520.6	8519.1	8520.4	60	0	1
2022.05.19	19:01:00	8520.5	8521.4	8520.3	8521.0	60	0	1
2022.05.19	19:02:00	8521.1	8521.8	8521.0	8521.4	60	0	1
2022.05.19	19:03:00	8521.5	8521.6	8520.1	8520.6	60	0	1
2022.05.19	19:04:00	8520.5	8521.3	8520.2	8521.0	60	0	1
2022.05.19	19:05:00	8521.1	8521.2	8520.0	8521.0	60	0	1
2022.05.19	19:06:00	8521.1	8521.2	8520.1	8521.0	60	0	1
2022.05.19	19:07:00	8521.1	8522.4	8520.9	8522.0	60	0	1
2022.05.19	19:08:00	8521.9	8521.9	8520.8	8521.0	60	0	1
2022.05.19	19:09:00	8521.1	8521.7	8520.7	8520.8	60	0	1
2022.05.19	19:10:00	8520.9	8521.3	8520.5	8520.6	60	0	1
2022.05.19	19:11:00	8520.7	8520.9	8520.0	8520.6	60	0	1
2022.05.19	19:12:00	8520.7	8521.0	8520.2	8520.6	60	0	1
2022.05.19	19:13:00	8520.5	8521.5	8520.2	8521.4	60	0	1
2022.05.19	19:14:00	8521.5	8521.6	8520.9	8521.4	60	0	1
2022.05.19	19:15:00	8521.3	8522.0	8521.0	8521.8	60	0	1
2022.05.19	19:16:00	8521.9	8522.3	8521.6	8521.8	60	0	1
2022.05.19	19:17:00	8521.7	8522.6	8521.3	8522.4	60	0	1
2022.05.19	19:18:00	8522.3	8523.3	8522.2	8522.8	60	0	1
2022.05.19	19:19:00	8522.7	8523.9	8522.6	8523.8	60	0	1
2022.05.19	19:20:00	8523.9	8524.0	8522.8	8523.2	60	0	1
2022.05.19	19:21:00	8523.1	8524.4	8522.9	8523.4	60	0	1
2022.05.19	19:22:00	8523.5	8524.8	8523.1	8524.8	60	0	1
2022.05.19	19:23:00	8524.7	8525.2	8524.2	8524.6	60	0	1
2022.05.19	19:24:00	8524.5	8524.6	8523.7	8523.8	60	0	1
2022.05.19	19:25:00	8523.9	8525.4	8523.9	8525.4	60	0	1
2022.05.19	19:26:00	8525.3	8525.4	8524.6	8525.0	60	0	1
2022.05.19	19:27:00	8524.9	8525.0	8523.9	8524.6	60	0	1
2022.05.19	19:28:00	8524.5	8524.8	8523.8	8523.8	60	0	1
2022.05.19	19:29:00	8523.9	8524.5	8523.5	8524.4	60	0	1
2022.05.19	19:30:00	8524.3	8525.5	8524.0	8525.2	60	0	1
2022.05.19	19:31:00	8525.1	8525.8	8524.8	8525.4	60	0	1
2022.05.19	19:32:00	8525.3	8526.4	8524.8	8525.2	60	0	1
2022.05.19	19:33:00	8525.3	8528.2	8525.2	8528.2	60	0	1
2022.05.19	19:34:00	8528.3	8528.3	8527.4	8528.0	60	0	1
2022.05.19	19:35:00	8527.9	8527.9	8526.4	8526.8	60	0	1
2022.05.19	19:36:00	8526.9	8527.4	8525.8	8526.2	60	0	1
2022.05.19	19:37:00	8526.1	8527.0	8525.9	8526.8	60	0	1
2022.05.19	19:38:00	8526.9	8528.7	8526.9	8528.4	60	0	1
2022.05.19	19:39:00	8528.5	8528.5	8527.1	8527.4	60	0	1
2022.05.19	19:40:00	8527.3	8528.0	8527.2	8527.2	60	0	1
2022.05.19	19:41:00	8527.1	8527.2	8526.2	8526.8	60	0	1
2022.05.19	19:42:00	8526.9	8527.0	8526.0	8526.2	60	0	1
2022.05.19	19:43:00	8526.1	8527.6	8525.9	8527.4	60	0	1
2022.05.19	19:44:00	8527.5	8527.8	8526.7	8527.4	60	0	1
2022.05.19	19:45:00	8527.5	8528.0	8527.2	8527.2	60	0	1
2022.05.19	19:46:00	8527.3	8527.3	8526.2	8526.4	60	0	1
2022.05.19	19:47:00	8526.3	8526.4	8525.6	8525.8	60	0	1
2022.05.19	19:48:00	8525.9	8526.4	8525.5	8526.0	60	0	1
2022.05.19	19:49:00	8525.9	8526.1	8525.0	8525.2	60	0	1
2022.05.19	19:50:00	8525.3	8525.4	8523.8	8523.8	60	0	1
2022.05.19	19:51:00	8523.9	8523.9	8523.1	8523.6	60	0	1
2022.05.19	19:52:00	8523.7	8524.9	8523.7	8524.8	60	0	1
2022.05.19	19:53:00	8524.9	8525.5	8524.6	8525.0	60	0	1
2022.05.19	19:54:00	8524.9	8525.4	8524.2	8524.4	60	0	1
2022.05.19	19:55:00	8524.5	8524.5	8523.4	8523.8	60	0	1
2022.05.19	19:56:00	8523.9	8524.0	8522.8	8522.8	60	0	1
2022.05.19	19:57:00	8522.9	8522.9	8520.8	8520.8	60	0	1
2022.05.19	19:58:00	8520.7	8521.5	8520.2	8521.4	60	0	1
2022.05.19	19:59:00	8521.3	8521.3	8519.8	8520.2	60	0	1
2022.05.19	20:00:00	8520.1	8520.1	8519.1	8519.2	60	0	1
2022.05.19	20:01:00	8519.3	8521.8	8519.3	8521.8	60	0	1
2022.05.19	20:02:00	8521.7	8521.7	8520.6	8520.6	60	0	1
2022.05.19	20:03:00	8520.5	8521.0	8520.1	8521.0	60	0	1
2022.05.19	20:04:00	8521.1	8522.0	8521.1	8521.6	60	0	1
2022.05.19	20:05:00	8521.7	8522.5	8521.0	8522.2	60	0	1
2022.05.19	20:06:00	8522.1	8523.5	8522.0	8523.4	60	0	1
2022.05.19	20:07:00	8523.5	8524.0	8522.5	8522.8	60	0	1
2022.05.19	20:08:00	8522.9	8523.1	8522.2	8523.0	60	0	1
2022.05.19	20:09:00	8523.1	8523.7	8522.8	8523.6	60	0	1
2022.05.19	20:10:00	8523.7	8523.8	8523.1	8523.4	60	0	1
2022.05.19	20:11:00	8523.5	8524.4	8523.5	8524.0	60	0	1
2022.05.19	20:12:00	8523.9	8525.6	8523.9	8525.6	60	0	1
2022.05.19	20:13:00	8525.7	8526.5	8525.6	8526.2	60	0	1
2022.05.19	20:14:00	8526.1	8526.4	8525.3	8525.6	60	0	1
2022.05.19	20:15:00	8525.7	8526.0	8525.2	8525.8	60	0	1
2022.05.19	20:16:00	8525.9	8527.1	8525.9	8526.6	60	0	1
2022.05.19	20:17:00	8526.7	8527.3	8526.6	8527.0	60	0	1
2022.05.19	20:18:00	8527.1	8527.1	8525.5	8525.8	60	0	1
